unique_id,state,city,county,age,demo,score1,score2,first_name,last_name,phone,registration_status
14474589,WI,KEWASKUM,WASHINGTON,32,Caucasian,79.7,72.3,firstname32,lastname32,1234567890,Registered
11880240,MI,MUSKEGON,MUSKEGON,35,Caucasian,61.4,23.6,firstname33,lastname33,1234567890,Registered
17955966,MI,WHITE LAKE,OAKLAND,25,Caucasian,69.4,40.7,firstname34,lastname34,1234567890,Registered
1011347,NV,LAS VEGAS,CLARK,33,African-American,56.8,96.8,firstname35,lastname35,1234567890,Registered
5054646,TX,GRAND PRAIRIE,DALLAS,35,Hispanic,22.7,22.6,firstname36,lastname36,1234567890,Registered
18428626,PA,DOWNINGTOWN,CHESTER,26,Caucasian,58,0.9,firstname37,lastname37,1234567890,Registered
26723017,TX,LA PORTE,HARRIS,27,Caucasian,10,39.5,firstname38,lastname38,1234567890,Unregistered
15910081,MI,HIGHLAND,OAKLAND,22,Caucasian,93.4,88.6,firstname39,lastname39,1234567890,Registered
24900422,TX,ROSENBERG,FORT BEND,33,Hispanic,84.8,57.6,firstname40,lastname40,1234567890,Registered
3891051,NV,NORTH LAS VEGAS,CLARK,35,African-American,10.7,98.5,firstname41,lastname41,1234567890,Registered
17729630,NC,RALEIGH,WAKE,20,Caucasian,93.9,1.6,firstname42,lastname42,NA,Registered
917631,MI,DETROIT,WAYNE,33,African-American,94.5,98.4,firstname43,lastname43,1234567890,Registered
22464331,PA,CHESTER SPRINGS,CHESTER,19,Caucasian,73.5,1.2,firstname44,lastname44,1234567890,Registered
19682105,NC,CLAYTON,JOHNSTON,32,African-American,70.2,92.9,firstname45,lastname45,1234567890,Registered
8903310,AZ,PHOENIX,MARICOPA,23,Hispanic,3.2,48.3,firstname46,lastname46,NA,Registered
33647325,TX,HICKORY CREEK,DENTON,31,Caucasian,97.8,46.6,firstname47,lastname47,1234567890,Registered
18114221,PA,MAPLE GLEN,MONTGOMERY,27,Caucasian,56.9,97,firstname48,lastname48,NA,Registered
7419445,PA,CURTISVILLE,ALLEGHENY,32,Caucasian,90.1,59.2,firstname49,lastname49,NA,Registered
6406999,AZ,MESA,MARICOPA,31,Caucasian,61.5,64.7,firstname50,lastname50,1234567890,Registered
10341996,AZ,ARIZONA CITY,PINAL,20,Caucasian,86.9,96.7,firstname51,lastname51,NA,Registered
10039745,AZ,TONOPAH,MARICOPA,29,Caucasian,52.1,96.9,firstname52,lastname52,1234567890,Registered
9240713,AZ,MARICOPA,PINAL,22,Caucasian,92.3,96.6,firstname53,lastname53,NA,Registered
39811335,TX,AUSTIN,TRAVIS,29,Uncoded,68.8,65.1,firstname54,lastname54,1234567890,Registered
4890833,NV,LAS VEGAS,CLARK,34,Caucasian,32.6,94.6,firstname55,lastname55,1234567890,Registered
14071794,NC,NEW HILL,WAKE,34,Caucasian,7.4,6,firstname56,lastname56,1234567890,Registered
8595735,WI,SUN PRAIRIE,DANE,33,Caucasian,11.7,68.7,firstname57,lastname57,NA,Registered
17460395,NC,GRAHAM,ALAMANCE,20,Asian,29.8,96.6,firstname58,lastname58,NA,Registered
32812788,TX,PORT ARTHUR,JEFFERSON,22,Caucasian,25.1,6.5,firstname59,lastname59,1234567890,Registered
29323152,TX,SPRING,HARRIS,34,Caucasian,98,0.8,firstname60,lastname60,1234567890,Registered
24973113,TX,SAN ANTONIO,BEXAR,28,Caucasian,95,17.9,firstname61,lastname61,1234567890,Registered
24010613,PA,LEVITTOWN,BUCKS,19,Caucasian,70.6,3.1,firstname62,lastname62,1234567890,Registered
22013601,PA,UNIVERSITY PARK,CENTRE,20,Caucasian,39.4,97.1,firstname63,lastname63,1234567890,Registered
17324987,MI,DETROIT,WAYNE,28,African-American,92,94.9,firstname64,lastname64,NA,Registered
19294668,PA,LATROBE,WESTMORELAND,33,Caucasian,20.2,79.7,firstname65,lastname65,NA,Registered
5648075,NV,RENO,WASHOE,29,Caucasian,92.8,98.2,firstname66,lastname66,NA,Registered
15177717,NC,BENSON,JOHNSTON,24,African-American,33.7,98.6,firstname67,lastname67,NA,Registered
33374736,TX,DALLAS,DALLAS,32,Uncoded,32.5,37.7,firstname68,lastname68,1234567890,Registered
34818377,TX,PLANO,COLLIN,21,Asian,82.9,68.2,firstname69,lastname69,NA,Registered
18747915,NC,SHELBY,CLEVELAND,19,Caucasian,72,0.8,firstname70,lastname70,1234567890,Registered
14487576,MI,WESTLAND,WAYNE,31,Caucasian,53.5,17.6,firstname71,lastname71,1234567890,Registered
5904110,MI,CANTON,WAYNE,31,Caucasian,97,72.4,firstname72,lastname72,1234567890,Registered
33672955,TX,WEATHERFORD,PARKER,32,Caucasian,70.9,24,firstname73,lastname73,1234567890,Registered
3698249,NV,NORTH LAS VEGAS,CLARK,30,Caucasian,26,83.3,firstname74,lastname74,NA,Registered
20961933,PA,READING,BERKS,29,Hispanic,33,96.4,firstname75,lastname75,1234567890,Registered
23676268,PA,OXFORD,CHESTER,23,Caucasian,67,1.9,firstname76,lastname76,NA,Registered
31977421,TX,HOUSTON,FORT BEND,24,African-American,91.9,99.1,firstname77,lastname77,1234567890,Registered
19445031,NC,ROCKY MOUNT,EDGECOMBE,18,African-American,75,99.4,firstname78,lastname78,1234567890,Registered
35313354,TX,LONGVIEW,GREGG,28,Hispanic,36.6,85.5,firstname79,lastname79,NA,Registered
19369991,PA,POCONO SUMMIT,MONROE,27,Caucasian,40.8,1.3,firstname80,lastname80,NA,Registered
24023667,PA,APOLLO,WESTMORELAND,32,Caucasian,18.9,96.4,firstname81,lastname81,1234567890,Registered
9062629,WI,FREEDOM,OUTAGAMIE,32,Caucasian,60.5,15.9,firstname82,lastname82,1234567890,Registered
33762159,TX,HOUSTON,HARRIS,28,Hispanic,94,83.4,firstname83,lastname83,NA,Registered
13147607,MI,ANN ARBOR,WASHTENAW,26,Caucasian,91.9,59.1,firstname84,lastname84,NA,Registered
19965369,PA,LEHIGHTON,CARBON,32,Caucasian,16.8,90.8,firstname85,lastname85,NA,Registered
27997935,TX,RICHMOND,FORT BEND,26,Asian,28.2,62.8,firstname86,lastname86,1234567890,Registered
4371824,NV,LAS VEGAS,CLARK,35,Caucasian,81.3,89.2,firstname87,lastname87,1234567890,Registered
23550679,PA,PITTSBURGH,ALLEGHENY,19,Caucasian,78.9,96.1,firstname88,lastname88,1234567890,Registered
13743583,NC,WRIGHTSVILLE BEACH,NEW HANOVER,32,Caucasian,94.8,95.6,firstname89,lastname89,NA,Registered
18044459,MI,LANSING,INGHAM,20,Caucasian,70.3,87.2,firstname90,lastname90,NA,Registered
8153337,AZ,GLENDALE,MARICOPA,27,Hispanic,39.7,4.4,firstname91,lastname91,1234567890,Registered
12010823,MI,WATERFORD,OAKLAND,30,Caucasian,90.4,96,firstname92,lastname92,NA,Registered
41166208,TX,WHITE OAK,GREGG,27,Caucasian,75.6,31.4,firstname93,lastname93,NA,Registered
23490817,PA,PITTSBURGH,ALLEGHENY,22,Caucasian,60.8,97.2,firstname94,lastname94,NA,Registered
40851647,TX,HOUSTON,HARRIS,29,Caucasian,75.3,55.3,firstname95,lastname95,NA,Registered
16814413,MI,LINCOLN PARK,WAYNE,35,Caucasian,66.7,43.7,firstname96,lastname96,1234567890,Registered
33504381,TX,WALLER,WALLER,22,Uncoded,57.5,54.6,firstname97,lastname97,NA,Registered
32210165,TX,PLANO,COLLIN,23,Caucasian,67.7,75.2,firstname98,lastname98,NA,Registered
14487082,WI,MILWAUKEE,MILWAUKEE,33,Caucasian,86.5,60.9,firstname99,lastname99,NA,Registered
28547432,TX,DALLAS,DALLAS,26,African-American,27,95.8,firstname100,lastname100,1234567890,Registered
9765296,WI,GREENVILLE,OUTAGAMIE,26,Caucasian,83.8,40.9,firstname101,lastname101,NA,Registered
23360224,PA,DANVILLE,MONTOUR,23,Caucasian,62.8,94.7,firstname102,lastname102,NA,Registered
436655,MI,ROCHESTER HILLS,OAKLAND,35,Caucasian,95.8,19.7,firstname103,lastname103,1234567890,Registered
7430958,TX,BROWNSVILLE,CAMERON,33,Hispanic,8.6,95.2,firstname104,lastname104,1234567890,Registered
261957,NV,HENDERSON,CLARK,34,Caucasian,97.3,98.8,firstname105,lastname105,1234567890,Registered
9068746,AZ,TUCSON,PIMA,28,Hispanic,18.8,7,firstname106,lastname106,NA,Registered
18403100,NC,CLARKTON,COLUMBUS,25,African-American,49,75.4,firstname107,lastname107,NA,Registered
32371924,TX,HORIZON CITY,EL PASO,23,Hispanic,6.6,46.8,firstname108,lastname108,1234567890,Registered
19420994,NC,LAURINBURG,SCOTLAND,19,African-American,63.3,97,firstname109,lastname109,1234567890,Registered
13140318,MI,ROMULUS,WAYNE,27,African-American,38,91.1,firstname110,lastname110,1234567890,Registered
9302988,WI,FITCHBURG,DANE,28,Caucasian,92,62.6,firstname111,lastname111,NA,Registered
13401497,TX,SILSBEE,HARDIN,30,Caucasian,14.9,50.9,firstname112,lastname112,1234567890,Registered
1648636,AZ,CHANDLER,MARICOPA,32,Hispanic,38.7,93.5,firstname113,lastname113,1234567890,Registered
15572367,MI,FERNDALE,OAKLAND,34,Caucasian,82.5,67.6,firstname114,lastname114,NA,Registered
10379959,AZ,PEEPLES VALLEY,YAVAPAI,35,Uncoded,91.9,1.7,firstname115,lastname115,1234567890,Registered
14283924,NC,GREENSBORO,GUILFORD,25,Caucasian,69.5,16.6,firstname116,lastname116,1234567890,Registered
22184105,TX,ARLINGTON,TARRANT,30,Caucasian,84.7,9.8,firstname117,lastname117,1234567890,Registered
14644065,MI,JACKSON,JACKSON,29,Caucasian,95.1,87.1,firstname118,lastname118,NA,Registered
9576928,WI,NEW BERLIN,WAUKESHA,27,Caucasian,78.6,80.3,firstname119,lastname119,NA,Registered
20239777,PA,PHILADELPHIA,PHILADELPHIA,23,Caucasian,33.3,97.1,firstname120,lastname120,1234567890,Registered
7453115,PA,WINDBER,CAMBRIA,31,Caucasian,68.5,19.5,firstname121,lastname121,1234567890,Registered
29380646,TX,SAN ANTONIO,BEXAR,26,Hispanic,26.5,53.4,firstname122,lastname122,NA,Registered
13859168,MI,JACKSON,JACKSON,34,African-American,32.7,78.6,firstname123,lastname123,1234567890,Registered
14251230,PA,MILTON,NORTHUMBERLAND,33,Uncoded,78.7,0.6,firstname124,lastname124,NA,Registered
31293316,TX,LIPAN,HOOD,25,Caucasian,27.1,52.9,firstname125,lastname125,1234567890,Registered
18278999,MI,BATTLE CREEK,CALHOUN,22,Caucasian,65.7,76,firstname126,lastname126,1234567890,Registered
32413120,TX,ELGIN,BASTROP,24,Hispanic,81,57,firstname127,lastname127,1234567890,Registered
5239435,NV,LAS VEGAS,CLARK,20,Uncoded,19,96.6,firstname128,lastname128,1234567890,Registered
13446582,TX,EL PASO,EL PASO,29,Hispanic,94.1,79.4,firstname129,lastname129,NA,Registered
17502529,NC,GREENVILLE,PITT,20,Caucasian,97.2,96.5,firstname130,lastname130,NA,Registered
11329980,AZ,SACATON,PINAL,24,Native American,47.8,93.2,firstname131,lastname131,NA,Registered
35313479,TX,WACO,MCLENNAN,21,Hispanic,57,67,firstname132,lastname132,NA,Registered
11673540,AZ,WINDOW ROCK,APACHE,30,Native American,63.2,95.6,firstname133,lastname133,1234567890,Registered
18255415,NC,GARNER,WAKE,20,Hispanic,26,5.6,firstname134,lastname134,1234567890,Registered
16911073,MI,MANTON,MISSAUKEE,32,Caucasian,94.7,94.4,firstname135,lastname135,1234567890,Registered
29824851,TX,INGLESIDE,SAN PATRICIO,25,Caucasian,72.3,87.7,firstname136,lastname136,1234567890,Registered
18131185,MI,NORTHVILLE,WAYNE,23,Caucasian,63.6,65.8,firstname137,lastname137,NA,Registered
24214141,PA,PHILADELPHIA,PHILADELPHIA,32,African-American,52.8,92.9,firstname138,lastname138,NA,Registered
5591521,NV,SPRING CREEK,ELKO,26,Caucasian,13.5,4.7,firstname139,lastname139,1234567890,Unregistered
7562416,AZ,GLENDALE,MARICOPA,27,Caucasian,85.2,3.2,firstname140,lastname140,NA,Registered
32395051,TX,NOLANVILLE,BELL,23,Caucasian,11.1,77.4,firstname141,lastname141,NA,Registered
14168463,MI,CHARLOTTE,EATON,32,Caucasian,97.6,2,firstname142,lastname142,1234567890,Registered
20988165,PA,HARRISBURG,DAUPHIN,28,Caucasian,58.9,98.1,firstname143,lastname143,1234567890,Registered
2658480,AZ,PRESCOTT VALLEY,YAVAPAI,33,Caucasian,68.4,1.6,firstname144,lastname144,1234567890,Registered
16203252,MI,JACKSON,JACKSON,27,Caucasian,93.8,91.4,firstname145,lastname145,NA,Registered
19548584,NC,FAYETTEVILLE,CUMBERLAND,23,African-American,37.3,99,firstname146,lastname146,1234567890,Registered
33960639,TX,PHARR,HIDALGO,22,Hispanic,52.6,34,firstname147,lastname147,1234567890,Registered
7496180,AZ,MESA,MARICOPA,29,Hispanic,60,95.7,firstname148,lastname148,NA,Registered
21406875,PA,WILLOW GROVE,MONTGOMERY,32,Caucasian,43.5,95.8,firstname149,lastname149,1234567890,Registered
29678956,TX,SAN ANTONIO,BEXAR,28,Hispanic,27.3,45.1,firstname150,lastname150,1234567890,Registered
14224050,MI,BATTLE CREEK,CALHOUN,26,Caucasian,51.3,25,firstname151,lastname151,NA,Registered
12409724,TX,HOUSTON,HARRIS,31,Caucasian,26.6,51.4,firstname152,lastname152,NA,Registered
13686992,MI,SAINT CLAIR SHORES,MACOMB,31,Caucasian,46.7,32.7,firstname153,lastname153,1234567890,Registered
3042762,PA,RINGTOWN,SCHUYLKILL,34,Caucasian,26.3,9.5,firstname154,lastname154,NA,Registered
9346519,AZ,MESA,MARICOPA,32,Caucasian,93.9,0.7,firstname155,lastname155,1234567890,Registered
21560307,PA,MECHANICSBURG,CUMBERLAND,31,Uncoded,76.3,90.9,firstname156,lastname156,NA,Registered
33603115,TX,WACO,MCLENNAN,29,Uncoded,45.8,78.2,firstname157,lastname157,1234567890,Registered
13416784,WI,RICE LAKE,BARRON,20,Caucasian,95.4,39.5,firstname158,lastname158,1234567890,Registered
36745036,TX,WILLS POINT,VAN ZANDT,20,Caucasian,60.2,10.8,firstname159,lastname159,1234567890,Registered
9764424,TX,BEAUMONT,JEFFERSON,34,African-American,96.3,80,firstname160,lastname160,1234567890,Registered
40814698,TX,ROUND ROCK,WILLIAMSON,23,Hispanic,65,74.8,firstname161,lastname161,1234567890,Registered
40408698,TX,TYLER,SMITH,23,Caucasian,16.3,75.2,firstname162,lastname162,1234567890,Unregistered
6208223,NC,WINSTON SALEM,FORSYTH,28,African-American,53.2,97,firstname163,lastname163,1234567890,Registered
10082590,AZ,PRESCOTT VALLEY,YAVAPAI,21,Caucasian,47.8,94.1,firstname164,lastname164,1234567890,Registered
12877115,MI,FLINT,GENESEE,29,Caucasian,66.4,66.3,firstname165,lastname165,NA,Registered
5680551,TX,GRANBURY,HOOD,35,Caucasian,61.4,7.1,firstname166,lastname166,NA,Registered
19035677,PA,LANGHORNE,BUCKS,35,Caucasian,64,1.1,firstname167,lastname167,1234567890,Registered
30952058,TX,CYPRESS,HARRIS,30,Caucasian,48.7,10.7,firstname168,lastname168,1234567890,Registered
31506286,TX,CHICO,WISE,24,Caucasian,19,45.9,firstname169,lastname169,NA,Registered
16512508,MI,BATTLE CREEK,CALHOUN,31,Caucasian,70.7,23.1,firstname170,lastname170,NA,Registered
14939366,MI,LANSING,INGHAM,24,African-American,31.8,77.9,firstname171,lastname171,NA,Registered
31037542,TX,SAN ANTONIO,BEXAR,24,Caucasian,53.4,83.8,firstname172,lastname172,NA,Registered
10939319,AZ,PHOENIX,MARICOPA,28,Hispanic,12.5,97.3,firstname173,lastname173,1234567890,Unregistered
16003429,MI,EAU CLAIRE,BERRIEN,24,Caucasian,44.1,50.8,firstname174,lastname174,1234567890,Registered
13511235,NC,GOLDSBORO,WAYNE,29,African-American,4.7,93,firstname175,lastname175,1234567890,Registered
34886792,TX,SAN MARCOS,HAYS,23,Hispanic,43.7,83.9,firstname176,lastname176,1234567890,Registered
10355974,AZ,TUCSON,PIMA,35,Caucasian,83.5,93.8,firstname177,lastname177,NA,Registered
21967613,PA,LEOLA,LANCASTER,26,Hispanic,22,97,firstname178,lastname178,1234567890,Registered
17373512,MI,NEWPORT,MONROE,30,Caucasian,51,39.8,firstname179,lastname179,NA,Registered
20061790,PA,PITTSBURGH,ALLEGHENY,23,Caucasian,35.5,98.1,firstname180,lastname180,NA,Registered
15918648,MI,YPSILANTI,WASHTENAW,34,Caucasian,69,89.7,firstname181,lastname181,1234567890,Registered
16509854,MI,STERLING HEIGHTS,MACOMB,34,Caucasian,80.1,57.2,firstname182,lastname182,1234567890,Registered
22036410,PA,GILLETT,BRADFORD,30,Caucasian,65.5,2.3,firstname183,lastname183,1234567890,Registered
14572305,NC,CHARLOTTE,MECKLENBURG,35,Hispanic,77.2,97.3,firstname184,lastname184,NA,Registered
25275737,TX,ODESSA,ECTOR,29,Hispanic,68.7,76.2,firstname185,lastname185,1234567890,Registered
7531458,AZ,TEMPE,MARICOPA,27,Caucasian,41.5,1.8,firstname186,lastname186,1234567890,Registered
38478944,TX,ROBSTOWN,NUECES,25,Caucasian,26.4,66.9,firstname187,lastname187,1234567890,Unregistered
12191234,MI,CENTER LINE,MACOMB,32,Caucasian,39,41.5,firstname188,lastname188,1234567890,Registered
28063947,TX,HOUSTON,HARRIS,34,African-American,8.5,17.8,firstname189,lastname189,1234567890,Registered
9511366,NC,LEXINGTON,DAVIDSON,34,Caucasian,92,3.6,firstname190,lastname190,NA,Registered
20754416,TX,DALLAS,DALLAS,28,Caucasian,94.2,18.3,firstname191,lastname191,1234567890,Registered
39372779,TX,ARLINGTON,TARRANT,23,Caucasian,60.8,90.9,firstname192,lastname192,NA,Registered
15740618,NC,ROCKY MOUNT,NASH,26,African-American,10.5,98.3,firstname193,lastname193,NA,Registered
27146719,TX,DALLAS,DALLAS,28,Hispanic,97.1,99.7,firstname194,lastname194,1234567890,Registered
16302115,MI,CARLETON,WAYNE,27,African-American,58.4,89.1,firstname195,lastname195,1234567890,Registered
1805379,NH,DERRY,ROCKINGHAM,22,Caucasian,80.5,79.7,firstname196,lastname196,NA,Registered
14783297,NC,WILMINGTON,NEW HANOVER,24,Caucasian,52.4,0.8,firstname197,lastname197,NA,Registered
12703443,MI,SALINE,WASHTENAW,33,Caucasian,82.3,65.7,firstname198,lastname198,NA,Registered
38780737,TX,ARLINGTON,TARRANT,28,Caucasian,2.3,54.4,firstname199,lastname199,1234567890,Unregistered
31253728,TX,SAN ANTONIO,BEXAR,23,Hispanic,89.4,95.7,firstname200,lastname200,1234567890,Registered
9846342,AZ,TUCSON,PIMA,24,Uncoded,43.1,96.1,firstname201,lastname201,NA,Registered
10355207,TX,LYTLE,ATASCOSA,35,Hispanic,15.9,64.5,firstname202,lastname202,NA,Registered
36256916,TX,PRINCETON,COLLIN,24,Caucasian,30.3,71.7,firstname203,lastname203,NA,Registered
13371451,TX,AUSTIN,TRAVIS,31,Caucasian,92.3,95.5,firstname204,lastname204,1234567890,Registered
4351837,NV,LAS VEGAS,CLARK,32,Caucasian,22.9,30.4,firstname205,lastname205,1234567890,Registered
9252107,AZ,SAN TAN VALLEY,PINAL,30,Caucasian,77.3,55.4,firstname206,lastname206,1234567890,Registered
24896907,TX,GRANDVIEW,JOHNSON,28,Caucasian,12.8,4.8,firstname207,lastname207,1234567890,Registered
13471961,MI,GROSSE POINTE WOODS,WAYNE,35,Caucasian,98,99.5,firstname208,lastname208,1234567890,Registered
31863038,TX,SAN ANTONIO,BEXAR,29,Hispanic,48.1,60.2,firstname209,lastname209,NA,Registered
21113355,PA,COOPERSBURG,LEHIGH,23,Caucasian,57.9,1.6,firstname210,lastname210,1234567890,Registered
14691821,NC,FRANKLIN,MACON,25,Caucasian,91.4,37.4,firstname211,lastname211,NA,Registered
9479948,WI,APPLETON,OUTAGAMIE,34,Caucasian,17,92.9,firstname212,lastname212,NA,Registered
11879837,AZ,MESA,MARICOPA,31,Caucasian,75.4,89.8,firstname213,lastname213,NA,Registered
14769727,NC,ALEXANDER,BUNCOMBE,30,Caucasian,6.5,1.5,firstname214,lastname214,NA,Registered
18813587,NC,CHARLOTTE,MECKLENBURG,25,African-American,64.4,98.3,firstname215,lastname215,NA,Registered
13234486,MI,FLAT ROCK,WAYNE,35,Caucasian,16.8,68.7,firstname216,lastname216,1234567890,Registered
10802647,AZ,TEMPE,MARICOPA,20,Caucasian,55.6,98.7,firstname217,lastname217,NA,Registered
3629218,NV,HENDERSON,CLARK,34,Caucasian,61.9,19.5,firstname218,lastname218,1234567890,Registered
18429124,MI,GOWEN,KENT,18,Caucasian,74.9,61.4,firstname219,lastname219,NA,Registered
41362919,TX,CORPUS CHRISTI,NUECES,18,Hispanic,68,34.3,firstname220,lastname220,1234567890,Registered
22404115,PA,HUNTINGDON,HUNTINGDON,26,Caucasian,63.8,1.7,firstname221,lastname221,NA,Registered
6851547,WI,VERONA,DANE,35,Caucasian,60.2,55.4,firstname222,lastname222,1234567890,Registered
18893459,NC,RALEIGH,WAKE,29,Caucasian,94.1,85.2,firstname223,lastname223,NA,Registered
20656708,PA,NORRISTOWN,MONTGOMERY,26,Caucasian,89.7,99,firstname224,lastname224,1234567890,Registered
13471790,MI,DETROIT,WAYNE,30,African-American,73.8,93,firstname225,lastname225,1234567890,Registered
15653771,MI,MUNISING,ALGER,34,Caucasian,73.7,43,firstname226,lastname226,NA,Registered
10974367,AZ,CASA GRANDE,PINAL,30,Uncoded,88.1,96.3,firstname227,lastname227,1234567890,Registered
35973893,TX,HOUSTON,HARRIS,32,Caucasian,60.5,56.6,firstname228,lastname228,1234567890,Registered
17753526,NC,WILSON,WILSON,20,African-American,42,99,firstname229,lastname229,NA,Registered
728837,NH,MILFORD,HILLSBOROUGH,31,Caucasian,18.9,29.5,firstname230,lastname230,1234567890,Unregistered
19628714,NC,HAMPTONVILLE,YADKIN,18,Hispanic,55.8,93.6,firstname231,lastname231,NA,Registered
3418858,MI,GOWEN,MONTCALM,35,Caucasian,9.7,10.9,firstname232,lastname232,1234567890,Registered
31979837,TX,RIO GRANDE CITY,STARR,24,Hispanic,95.5,53.6,firstname233,lastname233,1234567890,Registered
13440127,WI,OSHKOSH,WINNEBAGO,21,Caucasian,73,27.7,firstname234,lastname234,1234567890,Registered
17165000,MI,ROMULUS,WAYNE,23,Caucasian,38,38.4,firstname235,lastname235,1234567890,Registered
33143598,TX,LUBBOCK,LUBBOCK,22,Hispanic,64.3,76.5,firstname236,lastname236,1234567890,Registered
14307796,MI,ADRIAN,LENAWEE,28,Caucasian,33.6,93.9,firstname237,lastname237,1234567890,Registered
12862550,TX,CALDWELL,BURLESON,30,Caucasian,90.7,3.1,firstname238,lastname238,NA,Registered
10457450,AZ,PHOENIX,MARICOPA,21,Caucasian,30.8,96.3,firstname239,lastname239,1234567890,Registered
13492810,PA,PITTSBURGH,ALLEGHENY,34,Caucasian,45.7,65.7,firstname240,lastname240,1234567890,Registered
17811993,MI,DORR,ALLEGAN,21,Caucasian,60.8,57.5,firstname241,lastname241,NA,Registered
4241411,NV,LAS VEGAS,CLARK,31,Caucasian,5.1,97.1,firstname242,lastname242,NA,Registered
13474643,TX,SAN ANGELO,TOM GREEN,29,Caucasian,6.7,8.4,firstname243,lastname243,NA,Registered
11133234,AZ,MESA,MARICOPA,19,Hispanic,56.5,94.4,firstname244,lastname244,1234567890,Registered
2154204,AZ,TEMPE,MARICOPA,35,Caucasian,5.7,84.7,firstname245,lastname245,1234567890,Unregistered
17829297,MI,ECORSE,WAYNE,21,African-American,53.5,87.6,firstname246,lastname246,NA,Registered
27081859,TX,KILLEEN,BELL,35,Uncoded,96.8,99.6,firstname247,lastname247,1234567890,Registered
15918438,NC,SPRING LAKE,HARNETT,34,Caucasian,51.2,0.8,firstname248,lastname248,1234567890,Registered
18056349,NC,HENDERSONVILLE,HENDERSON,19,Caucasian,64.4,0.6,firstname249,lastname249,NA,Registered
11173962,AZ,MESA,MARICOPA,25,Caucasian,64.8,96.4,firstname250,lastname250,NA,Registered
15360739,NC,FAYETTEVILLE,CUMBERLAND,23,Caucasian,39.9,14.1,firstname251,lastname251,1234567890,Registered
8230256,MI,ROCKFORD,KENT,32,Caucasian,27.4,21.1,firstname252,lastname252,1234567890,Registered
