state_name,ID,ID Type,Voter First Name,Voter Last Name,Voter Phone,Date Called,Time Called (EST),,,,,,,,,,,,,,,,,,,,,,
wisconsin,8427392,B,firstname83,lastname83,1234567972,10/16/20,06:52 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8806661,B,firstname84,lastname84,1234567973,10/16/20,06:52 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9352480,B,firstname85,lastname85,1234567974,10/16/20,06:52 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9282098,B,firstname86,lastname86,1234567975,10/16/20,06:52 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12939766,B,firstname87,lastname87,1234567976,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7140109,B,firstname88,lastname88,1234567977,10/16/20,06:07 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8980101,B,firstname89,lastname89,1234567978,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13371185,B,firstname90,lastname90,1234567979,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9183730,B,firstname91,lastname91,1234567980,10/16/20,06:52 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9471815,B,firstname92,lastname92,1234567981,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,6267333,B,firstname93,lastname93,1234567982,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5553860,B,firstname94,lastname94,1234567983,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12741148,B,firstname95,lastname95,1234567984,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9758856,B,firstname96,lastname96,1234567985,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,3625202,B,firstname97,lastname97,1234567986,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12757926,B,firstname98,lastname98,1234567987,10/16/20,06:53 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13416852,B,firstname99,lastname99,1234567988,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9883630,B,firstname100,lastname100,1234567989,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13013067,B,firstname101,lastname101,1234567990,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9841072,B,firstname102,lastname102,1234567991,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12948790,B,firstname103,lastname103,1234567992,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5793366,B,firstname104,lastname104,1234567993,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12661579,B,firstname105,lastname105,1234567994,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13490865,B,firstname106,lastname106,1234567995,10/16/20,06:07 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13474664,B,firstname107,lastname107,1234567996,10/16/20,06:08 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,4123285,B,firstname108,lastname108,1234567997,10/16/20,06:08 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12756075,B,firstname109,lastname109,1234567998,10/16/20,06:55 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8939371,B,firstname110,lastname110,1234567999,10/16/20,06:55 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13890507,B,firstname111,lastname111,1234568000,10/16/20,06:54 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8538642,B,firstname112,lastname112,1234568001,10/16/20,06:55 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5451380,B,firstname113,lastname113,1234568002,10/16/20,06:55 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9534919,B,firstname114,lastname114,1234568003,10/16/20,06:55 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8795317,B,firstname115,lastname115,1234568004,10/16/20,06:56 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8292856,B,firstname116,lastname116,1234568005,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9055638,B,firstname117,lastname117,1234568006,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9645635,B,firstname118,lastname118,1234568007,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9262393,B,firstname119,lastname119,1234568008,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12881961,B,firstname120,lastname120,1234568009,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5766593,B,firstname121,lastname121,1234568010,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9105368,B,firstname122,lastname122,1234568011,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,14029911,B,firstname123,lastname123,1234568012,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12749450,B,firstname124,lastname124,1234568013,10/16/20,06:58 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12958566,B,firstname125,lastname125,1234568014,10/16/20,06:08 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9894754,B,firstname126,lastname126,1234568015,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13558332,B,firstname127,lastname127,1234568016,10/16/20,06:58 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8582160,B,firstname128,lastname128,1234568017,10/16/20,06:57 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8882379,B,firstname129,lastname129,1234568018,10/16/20,06:08 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12949023,B,firstname130,lastname130,1234568019,10/16/20,06:09 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8545342,B,firstname131,lastname131,1234568020,10/16/20,06:10 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8944006,B,firstname132,lastname132,1234568021,10/16/20,06:11 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8857754,B,firstname133,lastname133,1234568022,10/16/20,06:11 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,12750440,B,firstname134,lastname134,1234568023,10/16/20,06:12 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13400166,B,firstname135,lastname135,1234568024,10/16/20,06:12 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9901548,B,firstname136,lastname136,1234568025,10/16/20,06:12 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13485828,B,firstname137,lastname137,1234568026,10/16/20,06:12 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9150908,B,firstname138,lastname138,1234568027,10/16/20,06:13 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9016901,B,firstname139,lastname139,1234568028,10/16/20,06:13 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8600024,B,firstname140,lastname140,1234568029,10/16/20,07:18 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8889170,B,firstname141,lastname141,1234568030,10/16/20,07:18 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8825878,B,firstname142,lastname142,1234568031,10/16/20,07:18 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9368921,B,firstname143,lastname143,1234568032,10/16/20,06:14 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5603568,B,firstname144,lastname144,1234568033,10/16/20,07:21 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,4884515,B,firstname145,lastname145,1234568034,10/16/20,07:21 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,6111531,B,firstname146,lastname146,1234568035,10/16/20,07:21 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5885953,B,firstname147,lastname147,1234568036,10/16/20,07:21 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9030423,B,firstname148,lastname148,1234568037,10/16/20,07:21 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,5564030,B,firstname149,lastname149,1234568038,10/16/20,07:21 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,6256763,B,firstname150,lastname150,1234568039,10/16/20,07:22 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7437641,B,firstname151,lastname151,1234568040,10/16/20,07:23 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7203289,B,firstname152,lastname152,1234568041,10/16/20,07:22 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,6986270,B,firstname153,lastname153,1234568042,10/16/20,07:22 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7246471,B,firstname154,lastname154,1234568043,10/16/20,07:22 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7561471,B,firstname155,lastname155,1234568044,10/16/20,07:23 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7823924,B,firstname156,lastname156,1234568045,10/16/20,07:23 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8403217,B,firstname157,lastname157,1234568046,10/16/20,07:23 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8596001,B,firstname158,lastname158,1234568047,10/16/20,07:24 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8597815,B,firstname159,lastname159,1234568048,10/16/20,07:24 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13371207,B,firstname160,lastname160,1234568049,10/16/20,06:15 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8161203,B,firstname161,lastname161,1234568050,10/16/20,06:14 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8612911,B,firstname162,lastname162,1234568051,10/16/20,07:25 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8804631,B,firstname163,lastname163,1234568052,10/16/20,07:25 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8858063,B,firstname164,lastname164,1234568053,10/16/20,07:26 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8812060,B,firstname165,lastname165,1234568054,10/16/20,07:25 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8912745,B,firstname166,lastname166,1234568055,10/16/20,07:26 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8900388,B,firstname167,lastname167,1234568056,10/16/20,07:26 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9121635,B,firstname168,lastname168,1234568057,10/16/20,07:27 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9092087,B,firstname169,lastname169,1234568058,10/16/20,07:27 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8877733,B,firstname170,lastname170,1234568059,10/16/20,07:26 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9040742,B,firstname171,lastname171,1234568060,10/16/20,07:27 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,8615988,B,firstname172,lastname172,1234568061,10/16/20,07:25 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9116138,B,firstname173,lastname173,1234568062,10/16/20,07:27 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9115340,B,firstname174,lastname174,1234568063,10/16/20,07:27 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9220768,B,firstname175,lastname175,1234568064,10/16/20,07:28 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9212026,B,firstname176,lastname176,1234568065,10/16/20,07:28 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9188587,B,firstname177,lastname177,1234568066,10/16/20,07:28 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9231924,B,firstname178,lastname178,1234568067,10/16/20,07:28 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9283637,B,firstname179,lastname179,1234568068,10/16/20,07:28 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9444862,B,firstname180,lastname180,1234568069,10/16/20,07:29 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9420289,B,firstname181,lastname181,1234568070,10/16/20,07:29 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9458929,B,firstname182,lastname182,1234568071,10/16/20,07:30 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9359893,B,firstname183,lastname183,1234568072,10/16/20,07:29 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9371811,B,firstname184,lastname184,1234568073,10/16/20,07:29 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9375048,B,firstname185,lastname185,1234568074,10/16/20,07:29 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9572968,B,firstname186,lastname186,1234568075,10/16/20,07:31 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,7621592,B,firstname187,lastname187,1234568076,10/16/20,06:15 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9486175,B,firstname188,lastname188,1234568077,10/16/20,07:30 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9535564,B,firstname189,lastname189,1234568078,10/16/20,07:30 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9605032,B,firstname190,lastname190,1234568079,10/16/20,07:32 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9563269,B,firstname191,lastname191,1234568080,10/16/20,07:31 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9723234,B,firstname192,lastname192,1234568081,10/16/20,07:33 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9630637,B,firstname193,lastname193,1234568082,10/16/20,07:32 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9601873,B,firstname194,lastname194,1234568083,10/16/20,07:31 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9721164,B,firstname195,lastname195,1234568084,10/16/20,07:33 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9636425,B,firstname196,lastname196,1234568085,10/16/20,07:32 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9640859,B,firstname197,lastname197,1234568086,10/16/20,07:32 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13899839,B,firstname198,lastname198,1234568087,10/16/20,06:16 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9484567,B,firstname199,lastname199,1234568088,10/16/20,06:16 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,42799,B,firstname200,lastname200,1234568089,10/16/20,07:33 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,9639355,B,firstname201,lastname201,1234568090,10/16/20,07:32 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,10518,B,firstname202,lastname202,1234568091,10/16/20,07:33 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,141705,B,firstname203,lastname203,1234568092,10/16/20,07:34 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,187979,B,firstname204,lastname204,1234568093,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,125104,B,firstname205,lastname205,1234568094,10/16/20,07:34 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,65919,B,firstname206,lastname206,1234568095,10/16/20,07:33 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,154118,B,firstname207,lastname207,1234568096,10/16/20,07:34 PM EST,,,,,,,,,,,,,,,,,,Early Vote ,,,,
wisconsin,183744,B,firstname208,lastname208,1234568097,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,180642,B,firstname209,lastname209,1234568098,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,177427,B,firstname210,lastname210,1234568099,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,191805,B,firstname211,lastname211,1234568100,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,Already Voted By Mail,,,,
wisconsin,219873,B,firstname212,lastname212,1234568101,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,217314,B,firstname213,lastname213,1234568102,10/16/20,07:35 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,2623317,B,firstname214,lastname214,1234568103,10/16/20,06:17 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,13445367,B,firstname215,lastname215,1234568104,10/16/20,06:18 PM EST,,,,,,,,,,,,,,,,,,,,,,
wisconsin,330819,B,firstname216,lastname216,1234568105,10/16/20,07:36 PM EST,,,,,,,,,,,,,,,,,,,,,,
