unique_id,state,city,county,age,demo,turnout_score,partisan_score,first_name,last_name,phone,registration_status
4230694,TX,NEW BRAUNFELS,COMAL,37,Caucasian,2.5,22.6,firstname52,lastname52,1234567941,Registered
9690424,TX,MESQUITE,DALLAS,42,Caucasian,2.5,19,firstname53,lastname53,1234567942,Registered
3704518,TX,KENNEDALE,TARRANT,35,Caucasian,2.5,94.4,firstname54,lastname54,1234567943,Registered
4027761,TX,GRAND PRAIRIE,TARRANT,35,Caucasian,2.5,70.4,firstname55,lastname55,1234567944,Registered
29676163,TX,HUMBLE,HARRIS,36,Caucasian,2.5,63.3,firstname56,lastname56,1234567945,Registered
11021896,TX,RICHMOND,FORT BEND,41,Uncoded,2.5,43.8,firstname57,lastname57,1234567946,Registered
25245766,TX,CONVERSE,BEXAR,28,African-American,2.5,91,firstname58,lastname58,1234567947,Registered
10608623,TX,LAREDO,WEBB,37,Hispanic,2.5,45.5,firstname59,lastname59,1234567948,Registered
4539251,TX,EL PASO,EL PASO,37,Caucasian,2.5,35.8,firstname60,lastname60,1234567949,Registered
1001446,TX,THE WOODLANDS,MONTGOMERY,35,Caucasian,2.5,37.8,firstname61,lastname61,1234567950,Registered
4450745,TX,MIDLAND,MIDLAND,34,Caucasian,2.5,83.2,firstname62,lastname62,1234567951,Registered
5705284,TX,FORT WORTH,TARRANT,33,Caucasian,2.5,45.4,firstname63,lastname63,1234567952,Registered
4104175,TX,LONGVIEW,GREGG,43,Caucasian,2.5,71.9,firstname64,lastname64,1234567953,Registered
40501294,TX,HUMBLE,HARRIS,25,Caucasian,2.5,72.8,firstname65,lastname65,1234567954,Unregistered
13276679,TX,HUFFMAN,HARRIS,30,Uncoded,2.5,80.4,firstname66,lastname66,1234567955,Registered
2043411,TX,SPRING,HARRIS,41,Hispanic,2.5,91.5,firstname67,lastname67,1234567956,Registered
12903088,TX,LEWISVILLE,DENTON,30,Caucasian,2.5,47.5,firstname68,lastname68,1234567957,Registered
5903801,TX,CUERO,DEWITT,45,Uncoded,2.5,19.1,firstname69,lastname69,1234567958,Registered
31921668,TX,PLANO,COLLIN,45,Caucasian,2.5,57.4,firstname70,lastname70,1234567959,Registered
29480694,TX,AUSTIN,TRAVIS,36,Caucasian,2.5,51.4,firstname71,lastname71,1234567960,Registered
31859449,TX,KELLER,TARRANT,23,Caucasian,2.5,53.7,firstname72,lastname72,1234567961,Registered
15830941,TX,MCKINNEY,COLLIN,39,Caucasian,2.5,57.9,firstname73,lastname73,1234567962,Registered
30894274,TX,BELLVILLE,AUSTIN,31,Caucasian,2.5,20.2,firstname74,lastname74,1234567963,Registered
38987348,TX,AUSTIN,TRAVIS,25,Hispanic,2.5,87.4,firstname75,lastname75,1234567964,Unregistered
30133562,TX,SHERMAN,GRAYSON,44,Caucasian,2.5,44.6,firstname76,lastname76,1234567965,Registered
13197638,TX,SAN MARCOS,HAYS,29,Caucasian,2.5,64.5,firstname77,lastname77,1234567966,Registered
5846780,TX,ROSENBERG,FORT BEND,37,Hispanic,2.5,37.8,firstname78,lastname78,1234567967,Registered
36624099,TX,FORT STOCKTON,PECOS,33,Asian,2.5,83,firstname79,lastname79,1234567968,Unregistered
34375633,TX,PALESTINE,ANDERSON,23,Caucasian,2.5,67,firstname80,lastname80,1234567969,Registered
12353461,TX,SAN ANTONIO,BEXAR,31,Caucasian,2.5,54.5,firstname81,lastname81,1234567970,Registered
8113256,TX,FORT WORTH,TARRANT,43,Caucasian,2.5,24.6,firstname82,lastname82,1234567971,Registered
1931408,TX,NAVASOTA,GRIMES,35,Caucasian,2.5,37.4,firstname83,lastname83,1234567972,Registered
3431443,TX,HURST,TARRANT,34,Caucasian,2.5,93.4,firstname84,lastname84,1234567973,Registered
29360196,TX,HOUSTON,HARRIS,31,Caucasian,2.5,60.9,firstname85,lastname85,1234567974,Registered
1605730,TX,HOUSTON,HARRIS,36,Asian,2.5,56.4,firstname86,lastname86,1234567975,Registered
6984880,TX,PLAINVIEW,HALE,37,Caucasian,2.5,63.8,firstname87,lastname87,1234567976,Registered
984851,TX,HUMBLE,HARRIS,34,Hispanic,2.5,53.9,firstname88,lastname88,1234567977,Registered
8229849,TX,CELINA,COLLIN,39,Caucasian,2.5,7.2,firstname89,lastname89,1234567978,Registered
8538768,TX,ABILENE,TAYLOR,39,Uncoded,2.5,44.5,firstname90,lastname90,1234567979,Registered
12973589,TX,CONROE,MONTGOMERY,29,Caucasian,2.5,24.6,firstname91,lastname91,1234567980,Registered
34704577,TX,SEABROOK,HARRIS,33,Caucasian,2.5,86.1,firstname92,lastname92,1234567981,Registered
33296919,TX,BRYAN,BRAZOS,32,Caucasian,2.5,78.3,firstname93,lastname93,1234567982,Registered
12758189,TX,THE WOODLANDS,MONTGOMERY,30,Caucasian,2.5,45.5,firstname94,lastname94,1234567983,Registered
26692919,TX,PORT ARTHUR,JEFFERSON,40,Caucasian,2.5,86.5,firstname95,lastname95,1234567984,Registered
12562798,TX,LUBBOCK,LUBBOCK,31,Uncoded,2.5,84.7,firstname96,lastname96,1234567985,Registered
31771082,TX,SAN ANTONIO,BEXAR,33,Caucasian,2.5,79.2,firstname97,lastname97,1234567986,Registered
28906479,TX,SELMA,BEXAR,36,Caucasian,2.5,63.5,firstname98,lastname98,1234567987,Registered
29297509,TX,SAN ANTONIO,BEXAR,37,Caucasian,2.5,79.2,firstname99,lastname99,1234567988,Registered
25152124,TX,KATY,FORT BEND,27,Hispanic,2.5,55.6,firstname100,lastname100,1234567989,Registered
21570866,TX,HOUSTON,HARRIS,40,African-American,2.5,93.7,firstname101,lastname101,1234567990,Registered
39084879,TX,HOUSTON,HARRIS,43,Hispanic,2.5,41.3,firstname102,lastname102,1234567991,Unregistered
14939556,TX,AUSTIN,TRAVIS,30,Caucasian,2.5,50.5,firstname103,lastname103,1234567992,Registered
29521167,TX,CORPUS CHRISTI,NUECES,25,Caucasian,2.5,34.1,firstname104,lastname104,1234567993,Registered
33857451,TX,ALLEN,COLLIN,43,Uncoded,2.5,54.9,firstname105,lastname105,1234567994,Unregistered
30375838,TX,FLORESVILLE,WILSON,35,Caucasian,2.5,21.6,firstname106,lastname106,1234567995,Registered
24981112,TX,SPRING,HARRIS,38,Caucasian,2.5,22.6,firstname107,lastname107,1234567996,Registered
29759869,TX,FORT WORTH,TARRANT,26,Caucasian,2.5,22,firstname108,lastname108,1234567997,Registered
28915649,TX,CONVERSE,BEXAR,31,Hispanic,2.5,46.1,firstname109,lastname109,1234567998,Unregistered
27587033,TX,AUSTIN,TRAVIS,34,Caucasian,2.5,77.7,firstname110,lastname110,1234567999,Registered
3941253,TX,DEL RIO,VAL VERDE,44,Hispanic,2.5,88.4,firstname111,lastname111,1234568000,Registered
29488767,TX,ABILENE,TAYLOR,32,Caucasian,2.5,42.4,firstname112,lastname112,1234568001,Registered
25019738,TX,ROYSE CITY,COLLIN,41,Caucasian,2.5,61,firstname113,lastname113,1234568002,Registered
31709193,TX,LEWISVILLE,DENTON,29,Caucasian,2.5,50.8,firstname114,lastname114,1234568003,Registered
32847328,TX,SAN ANTONIO,BEXAR,39,Caucasian,2.5,84.6,firstname115,lastname115,1234568004,Registered
28126063,TX,PORTLAND,SAN PATRICIO,36,Caucasian,2.5,28.5,firstname116,lastname116,1234568005,Registered
15401350,TX,FORT WORTH,TARRANT,28,Caucasian,2.5,58.4,firstname117,lastname117,1234568006,Registered
13373442,TX,BLOOMING GROVE,NAVARRO,29,Caucasian,2.5,8.6,firstname118,lastname118,1234568007,Registered
31920469,TX,DALLAS,DALLAS,37,Caucasian,2.5,70.2,firstname119,lastname119,1234568008,Registered
35858181,TX,SAN ANTONIO,BEXAR,26,Caucasian,2.5,58.2,firstname120,lastname120,1234568009,Registered
29783806,TX,KATY,HARRIS,25,Caucasian,2.5,80.6,firstname121,lastname121,1234568010,Registered
30896084,TX,FORT WORTH,TARRANT,34,Caucasian,2.5,49.9,firstname122,lastname122,1234568011,Registered
12053685,TX,SAN ANTONIO,BEXAR,45,Caucasian,2.5,62.4,firstname123,lastname123,1234568012,Registered
2530804,TX,CORPUS CHRISTI,NUECES,44,Hispanic,2.5,45.6,firstname124,lastname124,1234568013,Registered
31155004,TX,LAREDO,WEBB,36,Caucasian,2.5,66.5,firstname125,lastname125,1234568014,Registered
27123410,TX,COLUMBUS,COLORADO,39,Caucasian,2.5,21.8,firstname126,lastname126,1234568015,Registered
29932553,TX,MCKINNEY,COLLIN,43,Caucasian,2.5,59.6,firstname127,lastname127,1234568016,Registered
34001534,TX,NEW BRAUNFELS,COMAL,36,Caucasian,2.5,58.7,firstname128,lastname128,1234568017,Registered
5873890,TX,LAKE JACKSON,BRAZORIA,43,Caucasian,2.5,49.6,firstname129,lastname129,1234568018,Registered
31097958,TX,AUSTIN,WILLIAMSON,24,Caucasian,2.5,50.5,firstname130,lastname130,1234568019,Registered
10870935,TX,INGLESIDE,SAN PATRICIO,45,Caucasian,2.5,10.8,firstname131,lastname131,1234568020,Registered
5267225,TX,IRVING,DALLAS,38,Caucasian,2.5,55.2,firstname132,lastname132,1234568021,Registered
32068320,TX,CANYON LAKE,COMAL,45,Uncoded,2.5,73.5,firstname133,lastname133,1234568022,Registered
12602469,TX,MCKINNEY,COLLIN,41,Caucasian,2.5,9.4,firstname134,lastname134,1234568023,Registered
31276833,TX,AUSTIN,TRAVIS,35,Caucasian,2.5,92,firstname135,lastname135,1234568024,Registered
6452457,TX,BRENHAM,WASHINGTON,38,Caucasian,2.5,18,firstname136,lastname136,1234568025,Registered
12309777,TX,DENTON,DENTON,34,Caucasian,2.5,91.4,firstname137,lastname137,1234568026,Registered
7739483,TX,FRANKSTON,HENDERSON,42,Caucasian,2.5,29.2,firstname138,lastname138,1234568027,Registered
11819738,TX,THE COLONY,DENTON,41,Caucasian,2.5,54.5,firstname139,lastname139,1234568028,Registered
12070669,TX,MEDINA,BANDERA,36,Hispanic,2.5,55.7,firstname140,lastname140,1234568029,Registered
27811022,TX,RICHARDSON,DALLAS,45,Uncoded,2.5,89,firstname141,lastname141,1234568030,Registered
40551714,TX,DENTON,DENTON,43,Hispanic,2.5,33.2,firstname142,lastname142,1234568031,Unregistered
28601732,TX,SPRING,MONTGOMERY,45,Caucasian,2.5,41.4,firstname143,lastname143,1234568032,Registered
4371433,TX,EL PASO,EL PASO,44,Hispanic,2.5,74.8,firstname144,lastname144,1234568033,Registered
13175287,TX,KILLEEN,BELL,29,Caucasian,2.5,52,firstname145,lastname145,1234568034,Registered
33408406,TX,LIVE OAK,BEXAR,38,Caucasian,2.5,37.5,firstname146,lastname146,1234568035,Registered
10558398,TX,KEMPNER,LAMPASAS,39,Caucasian,2.5,92,firstname147,lastname147,1234568036,Registered
23974784,TX,AUSTIN,TRAVIS,40,Caucasian,2.5,91.2,firstname148,lastname148,1234568037,Registered
13362298,TX,KATY,FORT BEND,37,Caucasian,2.5,62.3,firstname149,lastname149,1234568038,Registered
21850,TX,LIVE OAK,BEXAR,40,Hispanic,2.5,69.1,firstname150,lastname150,1234568039,Registered
9013977,TX,BURLESON,JOHNSON,35,Caucasian,2.5,44.3,firstname151,lastname151,1234568040,Registered
27448599,TX,CORPUS CHRISTI,NUECES,26,Caucasian,2.5,69.5,firstname152,lastname152,1234568041,Registered
2406022,TX,MISSION,HIDALGO,41,Uncoded,2.5,44.2,firstname153,lastname153,1234568042,Registered
4041876,TX,GREENVILLE,HUNT,38,Caucasian,2.5,8.6,firstname154,lastname154,1234568043,Registered
32238330,TX,PORTER,MONTGOMERY,38,Caucasian,2.5,33.2,firstname155,lastname155,1234568044,Registered
5325487,TX,PLANO,COLLIN,35,Asian,2.5,23.7,firstname156,lastname156,1234568045,Registered
25225204,TX,LA MARQUE,GALVESTON,36,Caucasian,2.5,68.5,firstname157,lastname157,1234568046,Registered
10942072,TX,GARLAND,DALLAS,38,Caucasian,2.5,90.2,firstname158,lastname158,1234568047,Registered
8933063,TX,BRYAN,BRAZOS,35,Caucasian,2.5,82.7,firstname159,lastname159,1234568048,Registered
38812218,TX,DALLAS,DALLAS,30,African-American,2.5,88.3,firstname160,lastname160,1234568049,Unregistered
27904318,TX,MIDLAND,MIDLAND,44,Caucasian,2.5,29.2,firstname161,lastname161,1234568050,Registered
10143269,TX,LUBBOCK,LUBBOCK,45,Caucasian,2.5,38.4,firstname162,lastname162,1234568051,Registered
9272211,TX,FRISCO,DENTON,44,Caucasian,2.5,37.9,firstname163,lastname163,1234568052,Registered
10897391,TX,FORT WORTH,TARRANT,42,Caucasian,2.5,72.3,firstname164,lastname164,1234568053,Registered
33727171,TX,HOUSTON,HARRIS,36,Asian,2.5,73.9,firstname165,lastname165,1234568054,Registered
40550690,TX,SAN ANTONIO,BEXAR,19,Caucasian,2.5,27.6,firstname166,lastname166,1234568055,Unregistered
10282342,TX,TEAGUE,FREESTONE,37,Caucasian,2.5,80.7,firstname167,lastname167,1234568056,Registered
30566046,TX,SAN ANTONIO,BEXAR,32,Caucasian,2.5,86.5,firstname168,lastname168,1234568057,Registered
34656116,TX,SAN ANTONIO,BEXAR,22,Uncoded,2.5,71.7,firstname169,lastname169,1234568058,Unregistered
11692264,TX,FRISCO,COLLIN,37,Caucasian,2.5,80.1,firstname170,lastname170,1234568059,Registered
20815471,TX,SAN ANTONIO,BEXAR,34,Caucasian,2.5,32.2,firstname171,lastname171,1234568060,Registered
9342832,TX,WYLIE,COLLIN,35,Caucasian,2.5,53.4,firstname172,lastname172,1234568061,Registered
33912587,TX,WACO,MCLENNAN,35,Caucasian,2.5,83.3,firstname173,lastname173,1234568062,Registered
25190304,TX,AUSTIN,WILLIAMSON,35,Caucasian,2.5,72.1,firstname174,lastname174,1234568063,Registered
31543185,TX,LEANDER,WILLIAMSON,45,Caucasian,2.5,43.8,firstname175,lastname175,1234568064,Registered
31556221,TX,HOUSTON,HARRIS,36,Caucasian,2.5,61.1,firstname176,lastname176,1234568065,Registered
11141512,TX,FORT WORTH,TARRANT,36,Caucasian,2.5,85.4,firstname177,lastname177,1234568066,Registered
28743199,TX,DALLAS,DALLAS,36,Caucasian,2.5,77.3,firstname178,lastname178,1234568067,Registered
13558815,TX,SPRING,HARRIS,28,Caucasian,2.5,26.7,firstname179,lastname179,1234568068,Registered
32231117,TX,FORT WORTH,TARRANT,30,Caucasian,2.5,56.1,firstname180,lastname180,1234568069,Registered
12384895,TX,FORT WORTH,TARRANT,45,African-American,2.5,64.2,firstname181,lastname181,1234568070,Unregistered
12946330,TX,LONGVIEW,GREGG,29,African-American,2.5,83.4,firstname182,lastname182,1234568071,Registered
34850295,TX,SUGAR LAND,FORT BEND,41,Uncoded,2.5,93.1,firstname183,lastname183,1234568072,Registered
33689578,TX,EL PASO,EL PASO,28,Hispanic,2.5,71.8,firstname184,lastname184,1234568073,Unregistered
10263769,TX,LUBBOCK,LUBBOCK,36,Caucasian,2.5,41.9,firstname185,lastname185,1234568074,Registered
11098888,TX,ANNA,COLLIN,36,African-American,2.5,74.1,firstname186,lastname186,1234568075,Registered
37221049,TX,PHARR,HIDALGO,44,Hispanic,2.5,38.9,firstname187,lastname187,1234568076,Unregistered
13499934,TX,HASLET,TARRANT,38,Caucasian,2.5,44.5,firstname188,lastname188,1234568077,Registered
31698070,TX,TEMPLE,BELL,29,Caucasian,2.5,37.4,firstname189,lastname189,1234568078,Registered
20661800,TX,SCHERTZ,GUADALUPE,28,Caucasian,2.5,75.9,firstname190,lastname190,1234568079,Registered
29472401,TX,FLOWER MOUND,DENTON,25,Caucasian,2.5,44.8,firstname191,lastname191,1234568080,Registered
25301088,TX,COMMERCE,HUNT,27,Caucasian,2.5,65.8,firstname192,lastname192,1234568081,Registered
31940435,TX,SAN ANTONIO,BEXAR,26,Caucasian,2.5,79,firstname193,lastname193,1234568082,Registered
17095017,TX,DENISON,GRAYSON,39,Caucasian,2.5,45.1,firstname194,lastname194,1234568083,Unregistered
33137963,TX,AUSTIN,TRAVIS,42,Caucasian,2.5,52.8,firstname195,lastname195,1234568084,Registered
2752401,TX,HOUSTON,HARRIS,35,Caucasian,2.5,40.8,firstname196,lastname196,1234568085,Registered
25019759,TX,MCKINNEY,COLLIN,29,Caucasian,2.5,53.3,firstname197,lastname197,1234568086,Registered
12637067,TX,MESQUITE,DALLAS,41,Caucasian,2.5,28.7,firstname198,lastname198,1234568087,Registered
2174897,TX,AUSTIN,TRAVIS,45,Caucasian,2.5,35.1,firstname199,lastname199,1234568088,Registered
12861276,TX,HOUSTON,HARRIS,42,African-American,2.5,90.1,firstname200,lastname200,1234568089,Registered
30722964,TX,CANYON LAKE,COMAL,38,Caucasian,2.5,26.4,firstname201,lastname201,1234568090,Registered
34660221,TX,AUSTIN,TRAVIS,35,Hispanic,2.5,68.2,firstname202,lastname202,1234568091,Unregistered
33065438,TX,SAN ANTONIO,BEXAR,44,Caucasian,2.5,51.9,firstname203,lastname203,1234568092,Registered
34703654,TX,ANGLETON,BRAZORIA,33,Caucasian,2.5,15.6,firstname204,lastname204,1234568093,Registered
27365501,TX,HOUSTON,HARRIS,27,Hispanic,2.5,34.9,firstname205,lastname205,1234568094,Registered
32078075,TX,DALLAS,DALLAS,30,Caucasian,2.5,60.7,firstname206,lastname206,1234568095,Registered
12096987,TX,BURLESON,JOHNSON,33,Caucasian,2.5,36.4,firstname207,lastname207,1234568096,Registered
33974016,TX,LEAGUE CITY,GALVESTON,34,Caucasian,2.5,37.2,firstname208,lastname208,1234568097,Registered
5993958,TX,BROWNSVILLE,CAMERON,34,Caucasian,2.5,38.5,firstname209,lastname209,1234568098,Registered
10038337,TX,JOSHUA,JOHNSON,37,Caucasian,2.5,90.9,firstname210,lastname210,1234568099,Registered
30425116,TX,KATY,FORT BEND,43,Caucasian,2.5,46,firstname211,lastname211,1234568100,Registered
31240652,TX,EL PASO,EL PASO,26,Caucasian,2.5,91.5,firstname212,lastname212,1234568101,Registered
33632616,TX,BUDA,HAYS,33,Caucasian,2.5,53.8,firstname213,lastname213,1234568102,Registered
38597199,TX,HUMBLE,HARRIS,39,African-American,2.5,81.7,firstname214,lastname214,1234568103,Unregistered
12405629,TX,MANVEL,BRAZORIA,31,Caucasian,2.5,87.7,firstname215,lastname215,1234568104,Registered
32944736,TX,AUSTIN,TRAVIS,41,Uncoded,2.5,42.2,firstname216,lastname216,1234568105,Registered
4335776,TX,EL PASO,EL PASO,43,Hispanic,2.5,96.5,firstname217,lastname217,1234568106,Registered
38563740,TX,ARLINGTON,TARRANT,39,Hispanic,2.5,38.5,firstname218,lastname218,1234568107,Unregistered
33661380,TX,SAN ANTONIO,BEXAR,42,Caucasian,2.5,88.9,firstname219,lastname219,1234568108,Registered
5305434,TX,CARROLLTON,DENTON,42,Uncoded,2.5,42.9,firstname220,lastname220,1234568109,Registered
7537025,TX,WYLIE,COLLIN,38,Caucasian,2.5,55.8,firstname221,lastname221,1234568110,Registered
27759839,TX,SAN ANTONIO,BEXAR,37,Caucasian,2.5,70.7,firstname222,lastname222,1234568111,Registered
24939285,TX,SUGAR LAND,FORT BEND,28,Caucasian,2.5,68.9,firstname223,lastname223,1234568112,Registered
40504892,TX,ROYSE CITY,HUNT,32,Caucasian,2.5,33.4,firstname224,lastname224,1234568113,Unregistered
29264008,TX,ROUND ROCK,WILLIAMSON,40,Caucasian,2.5,62.6,firstname225,lastname225,1234568114,Registered
3876167,TX,CRYSTAL CITY,ZAVALA,34,Uncoded,2.5,37.5,firstname226,lastname226,1234568115,Registered
11077857,TX,MESQUITE,DALLAS,32,Caucasian,2.5,17.5,firstname227,lastname227,1234568116,Registered
2086152,TX,PFLUGERVILLE,TRAVIS,42,Caucasian,2.5,58.7,firstname228,lastname228,1234568117,Registered
31152577,TX,MCKINNEY,COLLIN,40,Caucasian,2.5,38.3,firstname229,lastname229,1234568118,Registered
36743074,TX,ROSENBERG,FORT BEND,23,Hispanic,2.5,28.4,firstname230,lastname230,1234568119,Unregistered
29589531,TX,BEAUMONT,JEFFERSON,27,Caucasian,2.5,61.8,firstname231,lastname231,1234568120,Registered
13310969,TX,GRAND PRAIRIE,DALLAS,29,Hispanic,2.5,82,firstname232,lastname232,1234568121,Registered
4646989,TX,HIGHLAND VILLAGE,DENTON,44,Caucasian,2.5,46,firstname233,lastname233,1234568122,Registered
30365162,TX,CRESSON,PARKER,24,Caucasian,2.5,6,firstname234,lastname234,1234568123,Registered
31878224,TX,MCKINNEY,COLLIN,32,Caucasian,2.5,53.9,firstname235,lastname235,1234568124,Registered
28184452,TX,LEANDER,WILLIAMSON,37,Caucasian,2.5,50.9,firstname236,lastname236,1234568125,Registered
40538042,TX,HALLETTSVILLE,LAVACA,37,Uncoded,2.5,42,firstname237,lastname237,1234568126,Unregistered
27509402,TX,MANSFIELD,TARRANT,27,Caucasian,2.5,40.4,firstname238,lastname238,1234568127,Registered
12117614,TX,KILLEEN,BELL,37,Caucasian,2.5,57.2,firstname239,lastname239,1234568128,Registered
30888483,TX,SAN ANTONIO,BEXAR,32,Caucasian,2.5,77.5,firstname240,lastname240,1234568129,Registered
4488537,TX,ODESSA,ECTOR,32,Caucasian,2.5,41.3,firstname241,lastname241,1234568130,Registered
30826621,TX,DALLAS,DALLAS,33,Caucasian,2.5,74.3,firstname242,lastname242,1234568131,Registered
12720524,TX,HOWE,GRAYSON,40,Caucasian,2.5,31.6,firstname243,lastname243,1234568132,Registered
11663868,TX,SAN ANTONIO,BEXAR,31,Caucasian,2.5,48.3,firstname244,lastname244,1234568133,Registered
33573743,TX,WICHITA FALLS,WICHITA,24,Hispanic,2.5,57.8,firstname245,lastname245,1234568134,Unregistered
32198603,TX,PROSPER,DENTON,26,Caucasian,2.5,73.7,firstname246,lastname246,1234568135,Registered
30050479,TX,EL PASO,EL PASO,27,Caucasian,2.5,27.4,firstname247,lastname247,1234568136,Registered
4166188,TX,GLENN HEIGHTS,DALLAS,39,African-American,2.5,68,firstname248,lastname248,1234568137,Registered
38179268,TX,DENISON,GRAYSON,41,Caucasian,2.5,34.2,firstname249,lastname249,1234568138,Unregistered
