unique_id,state,city,county,age,demo,score1,score2,first_name,last_name,phone,status
39409986,TX,SCHERTZ,BEXAR,26,Caucasian,71.1,53.8,firstname35,lastname35,1234567890,Registered
20266773,TX,SAN ANTONIO,BEXAR,29,Hispanic,12.5,39.4,firstname36,lastname36,1234567890,Unregistered
29076247,TX,ROCKWALL,ROCKWALL,26,Caucasian,97.6,26.5,firstname37,lastname37,1234567890,Registered
29671148,TX,SAN ANTONIO,BEXAR,28,Hispanic,92.7,94.8,firstname38,lastname38,1234567890,Registered
29703839,TX,SAN ANTONIO,BEXAR,28,Hispanic,61.5,44.2,firstname39,lastname39,1234567890,Registered
29678905,TX,SAN ANTONIO,BEXAR,25,Caucasian,97.1,1.6,firstname40,lastname40,1234567890,Registered
29792897,TX,SAN ANTONIO,BEXAR,25,Hispanic,31.2,83.2,firstname41,lastname41,1234567890,Registered
13361419,TX,LA VERNIA,WILSON,33,Caucasian,22.5,17,firstname42,lastname42,1234567890,Registered
25264602,TX,SAN ANTONIO,BEXAR,27,Caucasian,26.8,73.9,firstname43,lastname43,1234567890,Registered
33091921,TX,SAN ANTONIO,BEXAR,22,Uncoded,30.8,54.8,firstname44,lastname44,1234567890,Registered
40620910,TX,NEW BRAUNFELS,GUADALUPE,21,Caucasian,72.5,27.6,firstname45,lastname45,1234567890,Registered
27722503,TX,SAN ANTONIO,BEXAR,26,Hispanic,97.4,99.5,firstname46,lastname46,1234567890,Registered
29609000,TX,POTEET,ATASCOSA,28,Hispanic,35.5,54.9,firstname47,lastname47,1234567890,Registered
32297147,TX,SAN ANTONIO,BEXAR,29,Caucasian,57.6,35,firstname48,lastname48,1234567890,Registered
39905196,TX,SAN ANTONIO,BEXAR,25,Hispanic,57.2,59.7,firstname49,lastname49,1234567890,Registered
12009384,MI,BURT,SAGINAW,34,Caucasian,45.9,19.3,firstname50,lastname50,1234567890,Registered
33781704,TX,SUGAR LAND,FORT BEND,22,Caucasian,56.2,87.6,firstname51,lastname51,1234567890,Registered
31000079,TX,BOERNE,KENDALL,24,Caucasian,86.3,9.8,firstname52,lastname52,1234567890,Registered
33336645,TX,SAN ANTONIO,BEXAR,23,Caucasian,76.7,72.5,firstname53,lastname53,1234567890,Registered
31740228,TX,SAN ANTONIO,BEXAR,23,Hispanic,20.4,56.3,firstname54,lastname54,1234567890,Registered
33061187,TX,SAN ANTONIO,BEXAR,26,Caucasian,68.9,59.1,firstname55,lastname55,1234567890,Registered
204845,TX,LEANDER,WILLIAMSON,33,Caucasian,95.3,9.1,firstname56,lastname56,1234567890,Registered
45601,TX,SAN ANTONIO,BEXAR,34,Caucasian,97.7,99.4,firstname57,lastname57,1234567890,Registered
35358587,TX,SAN ANTONIO,BEXAR,21,Hispanic,4.4,53.7,firstname58,lastname58,1234567890,Registered
36636799,TX,BOERNE,KENDALL,21,Caucasian,53.2,49.3,firstname59,lastname59,1234567890,Registered
40309734,TX,DALLAS,DALLAS,28,Caucasian,75.1,79.7,firstname60,lastname60,1234567890,Registered
13183084,TX,UNIVERSAL CITY,BEXAR,33,Hispanic,19.4,73,firstname61,lastname61,1234567890,Registered
20741888,TX,CIBOLO,GUADALUPE,33,Caucasian,63.1,46.4,firstname62,lastname62,1234567890,Registered
28087008,TX,BOERNE,KENDALL,26,Caucasian,51,16.7,firstname63,lastname63,1234567890,Registered
30918661,TX,SAN ANTONIO,BEXAR,34,Uncoded,27.5,91.8,firstname64,lastname64,1234567890,Registered
31274950,TX,SAN ANTONIO,BEXAR,30,Caucasian,14,89.5,firstname65,lastname65,1234567890,Registered
41144920,TX,SAN ANTONIO,BEXAR,29,Hispanic,64.6,69.8,firstname66,lastname66,1234567890,Registered
24993456,TX,SAN ANTONIO,BEXAR,28,Hispanic,5.8,68,firstname67,lastname67,1234567890,Registered
40561387,TX,DENTON,DENTON,23,Caucasian,70.2,85,firstname68,lastname68,1234567890,Registered
27731352,TX,SAN ANTONIO,BEXAR,26,Hispanic,14.7,61.3,firstname69,lastname69,1234567890,Registered
29994262,TX,SEGUIN,GUADALUPE,24,Caucasian,87.8,9.4,firstname70,lastname70,1234567890,Registered
31689091,TX,SAN ANTONIO,BEXAR,23,Hispanic,59.2,59,firstname71,lastname71,1234567890,Registered
31015292,TX,SAN ANTONIO,BEXAR,24,Hispanic,15.7,30.1,firstname72,lastname72,1234567890,Registered
35993512,TX,SAN ANTONIO,BEXAR,21,Hispanic,51.5,83.5,firstname73,lastname73,1234567890,Registered
39905223,TX,SAN ANTONIO,BEXAR,27,Caucasian,74,91.8,firstname74,lastname74,1234567890,Registered
36873473,TX,SAN ANTONIO,BEXAR,20,Hispanic,44.6,81.4,firstname75,lastname75,1234567890,Registered
13050105,TX,SAN ANTONIO,BEXAR,29,Caucasian,4.5,47.9,firstname76,lastname76,1234567890,Unregistered
157201,TX,SAN ANTONIO,BEXAR,34,Caucasian,97.9,21.3,firstname77,lastname77,1234567890,Registered
40509094,TX,SCHERTZ,BEXAR,29,Caucasian,4.3,28.7,firstname78,lastname78,1234567890,Unregistered
32809386,TX,SAN ANTONIO,BEXAR,29,Caucasian,87.9,81.5,firstname79,lastname79,1234567890,Registered
34264057,TX,SAN ANTONIO,BEXAR,23,Hispanic,28.8,17.6,firstname80,lastname80,1234567890,Registered
32499293,TX,SAN ANTONIO,BEXAR,23,Hispanic,14,73.7,firstname81,lastname81,1234567890,Registered
33477629,TX,HELOTES,BEXAR,31,Caucasian,92.1,48.6,firstname82,lastname82,1234567890,Registered
31141733,TX,SAN ANTONIO,BEXAR,24,Hispanic,97.2,99.5,firstname83,lastname83,1234567890,Registered
29684603,TX,CONVERSE,BEXAR,31,Hispanic,67,36.4,firstname84,lastname84,1234567890,Registered
12932717,TX,SAN ANTONIO,BEXAR,34,Hispanic,97.8,99.7,firstname85,lastname85,1234567890,Registered
31253886,TX,SAN ANTONIO,BEXAR,23,Hispanic,88,92.2,firstname86,lastname86,1234567890,Registered
35282635,TX,SAN ANTONIO,BEXAR,32,Caucasian,95,82.2,firstname87,lastname87,1234567890,Registered
25009871,TX,SAN ANTONIO,BEXAR,29,Hispanic,34.5,81.9,firstname88,lastname88,1234567890,Registered
33956061,TX,SAN ANTONIO,BEXAR,26,Hispanic,21.6,81.5,firstname89,lastname89,1234567890,Registered
27723090,TX,SAN ANTONIO,BEXAR,27,Hispanic,53.8,62.2,firstname90,lastname90,1234567890,Registered
11937570,TX,NEW BRAUNFELS,COMAL,32,Caucasian,5.4,35.1,firstname91,lastname91,1234567890,Registered
27026007,TX,SAN ANTONIO,BEXAR,28,Hispanic,37.9,78.6,firstname92,lastname92,1234567890,Registered
32334308,TX,SAN ANTONIO,BEXAR,31,Hispanic,96.5,97.8,firstname93,lastname93,1234567890,Registered
11455283,TX,LITTLE ELM,DENTON,31,Hispanic,10.7,57.1,firstname94,lastname94,1234567890,Unregistered
41225468,TX,SAN ANTONIO,BEXAR,25,Caucasian,10.2,25.2,firstname95,lastname95,1234567890,Unregistered
40772065,TX,SAN JUAN,HIDALGO,19,Hispanic,52.5,63.9,firstname96,lastname96,1234567890,Registered
31032329,TX,SAN ANTONIO,BEXAR,24,Hispanic,57.8,76,firstname97,lastname97,1234567890,Registered
37879160,TX,SAN ANTONIO,BEXAR,35,Caucasian,11.3,47.3,firstname98,lastname98,1234567890,Unregistered
33988814,TX,SAN ANTONIO,BEXAR,21,Caucasian,57.1,36.4,firstname99,lastname99,1234567890,Registered
14240536,TX,SAN ANTONIO,BEXAR,29,Caucasian,97.3,1.3,firstname100,lastname100,1234567890,Registered
35832824,TX,BOERNE,BEXAR,22,Caucasian,53.7,35.4,firstname101,lastname101,1234567890,Registered
32458789,TX,SAN ANTONIO,BEXAR,28,Hispanic,93.2,92.1,firstname102,lastname102,1234567890,Registered
38792542,TX,SAN ANTONIO,BEXAR,33,Hispanic,6.1,66.3,firstname103,lastname103,1234567890,Unregistered
31951164,TX,SAN ANTONIO,BEXAR,23,Hispanic,52.7,67.5,firstname104,lastname104,1234567890,Registered
39885389,TX,SAN ANTONIO,BEXAR,31,Caucasian,89.7,71.3,firstname105,lastname105,1234567890,Registered
27711615,TX,SAN ANTONIO,BEXAR,35,Hispanic,86.2,87.1,firstname106,lastname106,1234567890,Registered
41355336,TX,DEVINE,MEDINA,18,Caucasian,82,11.5,firstname107,lastname107,1234567890,Registered
29194343,TX,SAN ANTONIO,BEXAR,28,Caucasian,14.6,33.2,firstname108,lastname108,1234567890,Registered
9242023,TX,MARION,GUADALUPE,35,Caucasian,91,71.4,firstname109,lastname109,1234567890,Registered
41435059,TX,UNIVERSAL CITY,BEXAR,18,Hispanic,66.8,40.2,firstname110,lastname110,1234567890,Registered
32953590,TX,SCHERTZ,GUADALUPE,22,Caucasian,82.8,37.8,firstname111,lastname111,1234567890,Registered
404203,TX,SAN ANTONIO,BEXAR,35,Hispanic,21.6,22.8,firstname112,lastname112,1234567890,Registered
29463540,TX,SAN ANTONIO,BEXAR,33,Hispanic,78.8,83.4,firstname113,lastname113,1234567890,Registered
13780347,MI,KENTWOOD,KENT,35,Caucasian,14.9,74.3,firstname114,lastname114,1234567890,Registered
33772806,TX,SCHERTZ,GUADALUPE,22,Hispanic,39.4,47.2,firstname115,lastname115,1234567890,Registered
18733319,TX,SAN ANTONIO,BEXAR,21,Caucasian,53.2,70.7,firstname116,lastname116,1234567890,Registered
35977967,TX,SAN ANTONIO,BEXAR,20,Hispanic,95,26.9,firstname117,lastname117,1234567890,Registered
39521780,TX,NEW BRAUNFELS,GUADALUPE,19,Caucasian,83.5,43,firstname118,lastname118,1234567890,Registered
21291646,TX,SAN ANTONIO,BEXAR,29,Hispanic,52.3,56.5,firstname119,lastname119,1234567890,Registered
31627029,TX,SCHERTZ,GUADALUPE,23,Caucasian,26.9,75.4,firstname120,lastname120,1234567890,Registered
31235311,TX,SAN ANTONIO,BEXAR,33,Caucasian,18.9,68.8,firstname121,lastname121,1234567890,Registered
31822159,TX,BOERNE,KENDALL,23,Caucasian,40.3,20.2,firstname122,lastname122,1234567890,Registered
30910401,TX,SAN ANTONIO,BEXAR,24,Hispanic,89.1,93.2,firstname123,lastname123,1234567890,Registered
36688407,TX,ADKINS,BEXAR,20,Hispanic,45.2,68.3,firstname124,lastname124,1234567890,Registered
12857773,TX,SAN ANTONIO,BEXAR,30,Caucasian,96.9,89.3,firstname125,lastname125,1234567890,Registered
37961304,TX,SAN ANTONIO,BEXAR,24,African-American,38.2,91.5,firstname126,lastname126,1234567890,Registered
38093062,TX,SAN ANTONIO,BEXAR,20,Hispanic,86.2,45.6,firstname127,lastname127,1234567890,Registered
26686028,TX,SAN ANTONIO,BEXAR,28,Hispanic,42.6,86.3,firstname128,lastname128,1234567890,Registered
16087650,TX,SAN ANTONIO,BEXAR,28,Hispanic,24.2,38.6,firstname129,lastname129,1234567890,Registered
38991012,TX,SAN ANTONIO,BEXAR,23,Hispanic,6.7,83.3,firstname130,lastname130,1234567890,Unregistered
33662712,TX,SAN ANTONIO,BEXAR,22,Hispanic,42.4,70.7,firstname131,lastname131,1234567890,Registered
25147986,TX,SAN ANTONIO,BEXAR,27,Hispanic,41.6,50.2,firstname132,lastname132,1234567890,Registered
14010083,TX,SAN ANTONIO,BEXAR,33,Hispanic,12.1,39.3,firstname133,lastname133,1234567890,Unregistered
32334693,TX,SAN ANTONIO,BEXAR,24,Hispanic,54.3,39.3,firstname134,lastname134,1234567890,Registered
392630,TX,SAN ANTONIO,BEXAR,34,Hispanic,15.9,39.8,firstname135,lastname135,1234567890,Registered
36919661,TX,SAN MARCOS,HAYS,26,Hispanic,71.7,90,firstname136,lastname136,1234567890,Registered
30081670,TX,BULVERDE,COMAL,26,Caucasian,68.9,20.2,firstname137,lastname137,1234567890,Registered
8194344,TX,SAN ANTONIO,BEXAR,33,Hispanic,20.7,57,firstname138,lastname138,1234567890,Registered
32410377,TX,SAN ANTONIO,BEXAR,23,Hispanic,33.4,59.8,firstname139,lastname139,1234567890,Registered
39404424,TX,SAN ANTONIO,BEXAR,19,Hispanic,64.8,27.8,firstname140,lastname140,1234567890,Registered
39895469,TX,BOERNE,BEXAR,29,Caucasian,79,41.7,firstname141,lastname141,1234567890,Registered
33336346,TX,SAN ANTONIO,BEXAR,22,Hispanic,44.2,62.5,firstname142,lastname142,1234567890,Registered
38113470,TX,SAN ANTONIO,BEXAR,20,Hispanic,44.8,79.5,firstname143,lastname143,1234567890,Registered
22542356,TX,SAN ANTONIO,BEXAR,31,Hispanic,9.7,79.4,firstname144,lastname144,1234567890,Unregistered
39723209,TX,SAN ANTONIO,BEXAR,33,Caucasian,92.4,68.1,firstname145,lastname145,1234567890,Registered
31528289,TX,SAN ANTONIO,BEXAR,24,Caucasian,26,85.2,firstname146,lastname146,1234567890,Registered
35203044,TX,SAN ANTONIO,BEXAR,24,Caucasian,80,62.9,firstname147,lastname147,1234567890,Registered
5532346,TX,SAN ANTONIO,BEXAR,35,Caucasian,97.8,34.6,firstname148,lastname148,1234567890,Registered
33739307,TX,SAN ANTONIO,BEXAR,23,Hispanic,91.5,37.4,firstname149,lastname149,1234567890,Registered
12354229,TX,SAN ANTONIO,BEXAR,34,Hispanic,70,50.2,firstname150,lastname150,1234567890,Registered
41027598,TX,SAN ANTONIO,BEXAR,35,Uncoded,10.1,47.5,firstname151,lastname151,1234567890,Unregistered
34270458,TX,SAN ANTONIO,BEXAR,21,Hispanic,68.2,43.2,firstname152,lastname152,1234567890,Registered
41079315,TX,KRUM,DENTON,34,Hispanic,11,37.5,firstname153,lastname153,1234567890,Unregistered
12406561,TX,SOMERSET,ATASCOSA,31,Hispanic,47.3,40.7,firstname154,lastname154,1234567890,Registered
190592,TX,SAN ANTONIO,BEXAR,35,Caucasian,10.8,95.1,firstname155,lastname155,1234567890,Registered
30406562,TX,SAN ANTONIO,BEXAR,24,Hispanic,89.7,95.1,firstname156,lastname156,1234567890,Registered
33111796,TX,SAN ANTONIO,BEXAR,32,Hispanic,57.9,52.5,firstname157,lastname157,1234567890,Registered
11163954,TX,SAN ANTONIO,BEXAR,32,Hispanic,98.1,82.8,firstname158,lastname158,1234567890,Registered
32916410,TX,SAN ANTONIO,BEXAR,22,Caucasian,75.2,57.1,firstname159,lastname159,1234567890,Registered
21232494,TX,SAN ANTONIO,BEXAR,35,Hispanic,20.2,34.6,firstname160,lastname160,1234567890,Registered
38254602,TX,ATASCOSA,BEXAR,23,Hispanic,12,28.3,firstname161,lastname161,1234567890,Unregistered
27912454,TX,SAN ANTONIO,BEXAR,30,Uncoded,93,97.8,firstname162,lastname162,1234567890,Registered
40864093,TX,FAIR OAKS RANCH,BEXAR,21,Caucasian,60.6,31.2,firstname163,lastname163,1234567890,Registered
31612678,TX,HELOTES,BEXAR,23,Caucasian,65.3,70.3,firstname164,lastname164,1234567890,Registered
30838749,TX,SAN ANTONIO,BEXAR,24,Caucasian,27.3,61.2,firstname165,lastname165,1234567890,Registered
40468849,TX,SAN ANTONIO,BEXAR,34,Hispanic,5.1,46.6,firstname166,lastname166,1234567890,Unregistered
11422427,TX,SAN ANTONIO,BEXAR,31,Hispanic,85.8,91.6,firstname167,lastname167,1234567890,Registered
33056571,TX,SAN ANTONIO,BEXAR,23,Hispanic,21.2,62.7,firstname168,lastname168,1234567890,Registered
27278661,TX,ARGYLE,DENTON,31,Caucasian,67.5,51,firstname169,lastname169,1234567890,Registered
12932787,TX,SAN ANTONIO,BEXAR,30,Caucasian,78.1,88.1,firstname170,lastname170,1234567890,Registered
35803432,TX,NEW BRAUNFELS,COMAL,32,Caucasian,30.5,31.2,firstname171,lastname171,1234567890,Unregistered
29810292,TX,SAN ANTONIO,BEXAR,25,Caucasian,94.2,64.9,firstname172,lastname172,1234567890,Registered
40802357,TX,SAN ANTONIO,BEXAR,19,Hispanic,56.4,68.3,firstname173,lastname173,1234567890,Registered
432418,TX,SAN ANTONIO,BEXAR,35,Hispanic,89.5,89.7,firstname174,lastname174,1234567890,Registered
23117289,PA,STATE COLLEGE,CENTRE,33,Caucasian,78,96.5,firstname175,lastname175,1234567890,Registered
26647108,TX,SAN ANTONIO,BEXAR,28,Hispanic,90.6,88.2,firstname176,lastname176,1234567890,Registered
27021486,TX,SAN ANTONIO,BEXAR,32,Hispanic,97.8,99.7,firstname177,lastname177,1234567890,Registered
33104243,TX,SAN ANTONIO,BEXAR,23,Hispanic,23.8,81.6,firstname178,lastname178,1234567890,Registered
30258036,TX,SAN ANTONIO,BEXAR,25,Hispanic,38.9,89.2,firstname179,lastname179,1234567890,Registered
39792264,TX,NEW BRAUNFELS,COMAL,27,Hispanic,75.3,41.5,firstname180,lastname180,1234567890,Registered
31047345,TX,SAN ANTONIO,BEXAR,33,Hispanic,53.5,93.5,firstname181,lastname181,1234567890,Registered
12247275,TX,HELOTES,BEXAR,33,Hispanic,46.8,69,firstname182,lastname182,1234567890,Registered
31616684,TX,COUPLAND,WILLIAMSON,27,Caucasian,20.8,38,firstname183,lastname183,1234567890,Unregistered
36377583,TX,SAN ANTONIO,BEXAR,21,Hispanic,94.1,83.9,firstname184,lastname184,1234567890,Registered
40046760,TX,SAN ANTONIO,BEXAR,27,Hispanic,18.6,93.7,firstname185,lastname185,1234567890,Unregistered
27087259,TX,SAN ANTONIO,BEXAR,27,Hispanic,7.1,81.7,firstname186,lastname186,1234567890,Unregistered
9179743,AZ,EL MIRAGE,MARICOPA,22,Caucasian,43.6,74.5,firstname187,lastname187,1234567890,Registered
12811418,WI,BELOIT,ROCK,26,Caucasian,52.8,92.9,firstname188,lastname188,1234567890,Registered
2814783,TX,HOUSTON,HARRIS,34,Caucasian,36.2,73.6,firstname189,lastname189,1234567890,Registered
31013153,TX,DALLAS,DALLAS,33,Caucasian,19.5,38.8,firstname190,lastname190,1234567890,Registered
31221726,TX,FATE,ROCKWALL,32,African-American,2.6,61.2,firstname191,lastname191,1234567890,Registered
20806396,TX,DALLAS,DALLAS,33,Caucasian,97.1,85,firstname192,lastname192,1234567890,Registered
30944913,TX,GARLAND,DALLAS,24,Asian,48.2,66.1,firstname193,lastname193,1234567890,Registered
35134580,TX,DALLAS,DALLAS,21,Caucasian,43.1,78.5,firstname194,lastname194,1234567890,Registered
12644678,TX,CARROLLTON,DENTON,34,Caucasian,81,34.4,firstname195,lastname195,1234567890,Registered
39445310,TX,DALLAS,DALLAS,32,Caucasian,85.4,55.8,firstname196,lastname196,1234567890,Registered
4955071,TX,GARLAND,DALLAS,35,Caucasian,95.5,81.9,firstname197,lastname197,1234567890,Registered
5449442,TX,RICHARDSON,DALLAS,34,Uncoded,12.3,50.8,firstname198,lastname198,1234567890,Registered
34924162,TX,MESQUITE,DALLAS,22,Caucasian,40,41.9,firstname199,lastname199,1234567890,Registered
5013481,TX,FARMERS BRANCH,DALLAS,33,Caucasian,94.1,29.1,firstname200,lastname200,1234567890,Registered
29332100,TX,GARLAND,DALLAS,25,Caucasian,49.6,24.5,firstname201,lastname201,1234567890,Registered
28825068,TX,FLOWER MOUND,DENTON,26,Caucasian,34.3,55.1,firstname202,lastname202,1234567890,Registered
12351817,TX,DALLAS,DALLAS,34,Uncoded,89.5,86.4,firstname203,lastname203,1234567890,Registered
28942450,TX,MESQUITE,DALLAS,27,Hispanic,17.5,60.4,firstname204,lastname204,1234567890,Registered
27884231,TX,GARLAND,DALLAS,27,Asian,70,71.7,firstname205,lastname205,1234567890,Registered
32310242,TX,PLANO,COLLIN,35,Hispanic,91.2,92.3,firstname206,lastname206,1234567890,Registered
12996515,TX,ALLEN,COLLIN,30,Caucasian,97.2,95.9,firstname207,lastname207,1234567890,Registered
31096224,TX,AUSTIN,TRAVIS,24,Hispanic,24.8,81.9,firstname208,lastname208,1234567890,Registered
35182911,TX,GARLAND,DALLAS,33,Caucasian,46.2,38.1,firstname209,lastname209,1234567890,Registered
34365643,TX,HALTOM CITY,TARRANT,21,Hispanic,93.4,91.1,firstname210,lastname210,1234567890,Registered
32301288,TX,KELLER,TARRANT,23,Caucasian,76.9,69.4,firstname211,lastname211,1234567890,Registered
13160213,TX,FLOWER MOUND,DENTON,29,Caucasian,98.1,24.4,firstname212,lastname212,1234567890,Registered
14872848,TX,DALLAS,DALLAS,29,Hispanic,53.7,83.9,firstname213,lastname213,1234567890,Registered
32226712,TX,CARROLLTON,DENTON,24,Caucasian,68.8,45.5,firstname214,lastname214,1234567890,Registered
27100355,TX,NORTH RICHLAND HILLS,TARRANT,35,Caucasian,6.1,54.9,firstname215,lastname215,1234567890,Registered
35832062,TX,IRVING,DALLAS,27,Caucasian,60.1,86.9,firstname216,lastname216,1234567890,Registered
27238647,TX,GRAND PRAIRIE,TARRANT,32,African-American,16.2,92.7,firstname217,lastname217,1234567890,Registered
41288717,TX,MESQUITE,DALLAS,27,Hispanic,63.9,68.3,firstname218,lastname218,1234567890,Registered
31825828,TX,ROWLETT,DALLAS,23,Hispanic,35.4,82.9,firstname219,lastname219,1234567890,Registered
12784357,TX,KAUFMAN,KAUFMAN,30,Caucasian,25.3,14.4,firstname220,lastname220,1234567890,Registered
11055882,TX,PLANO,COLLIN,32,Caucasian,96.9,93.1,firstname221,lastname221,1234567890,Registered
41447140,TX,DALLAS,DALLAS,19,Caucasian,73.5,32.4,firstname222,lastname222,1234567890,Registered
27577539,TX,LITTLE ELM,DENTON,28,Caucasian,97.8,93.1,firstname223,lastname223,1234567890,Registered
33466991,TX,COLLEGE STATION,BRAZOS,22,Caucasian,42.1,58,firstname224,lastname224,1234567890,Registered
27009575,TX,DALLAS,DALLAS,34,Caucasian,50.2,71,firstname225,lastname225,1234567890,Registered
36472415,TX,LEAGUE CITY,GALVESTON,29,Caucasian,37.4,90.8,firstname226,lastname226,1234567890,Registered
40581569,TX,ROWLETT,DALLAS,27,African-American,69.3,62.1,firstname227,lastname227,1234567890,Registered
20806930,TX,MCKINNEY,COLLIN,31,Caucasian,70.7,60.5,firstname228,lastname228,1234567890,Registered
39449445,TX,PROSPER,COLLIN,19,Caucasian,78.4,18.4,firstname229,lastname229,1234567890,Registered
27180081,TX,LANCASTER,DALLAS,32,Caucasian,54,37.7,firstname230,lastname230,1234567890,Registered
38120292,TX,FRISCO,COLLIN,19,Caucasian,74.5,46.8,firstname231,lastname231,1234567890,Registered
29302961,TX,MESQUITE,DALLAS,25,Caucasian,9.6,65.5,firstname232,lastname232,1234567890,Registered
25116715,TX,DALLAS,DALLAS,28,Hispanic,51.5,78.7,firstname233,lastname233,1234567890,Registered
32336503,TX,ROWLETT,DALLAS,28,Caucasian,93.7,95.6,firstname234,lastname234,1234567890,Registered
14641402,TX,DALLAS,DALLAS,32,Hispanic,7.4,31.1,firstname235,lastname235,1234567890,Unregistered
35960537,TX,DALLAS,DALLAS,20,African-American,57.9,77.5,firstname236,lastname236,1234567890,Registered
31032625,TX,ROSHARON,BRAZORIA,31,Caucasian,84.1,25.5,firstname237,lastname237,1234567890,Registered
25115683,TX,FORNEY,KAUFMAN,28,Caucasian,50.7,24.4,firstname238,lastname238,1234567890,Registered
31656555,TX,FLOWER MOUND,DENTON,23,Caucasian,29.9,53.2,firstname239,lastname239,1234567890,Registered
31221167,TX,ROWLETT,DALLAS,23,Caucasian,58.3,49.3,firstname240,lastname240,1234567890,Registered
35393729,TX,FORT WORTH,TARRANT,23,Caucasian,21.7,70.7,firstname241,lastname241,1234567890,Registered
5149621,TX,CARROLLTON,DENTON,34,Caucasian,75.1,68.1,firstname242,lastname242,1234567890,Registered
6128108,TX,FRISCO,COLLIN,35,Caucasian,32.5,83.9,firstname243,lastname243,1234567890,Registered
33050182,TX,DALLAS,DALLAS,22,Caucasian,63.9,44,firstname244,lastname244,1234567890,Registered
24919430,TX,IRVING,DALLAS,28,Uncoded,13.3,80.7,firstname245,lastname245,1234567890,Unregistered
31002676,TX,FORT WORTH,TARRANT,34,Caucasian,45.1,39.2,firstname246,lastname246,1234567890,Registered
